Tissue,BroadID,Release,PMID,Organism,Platform,PlatformDescription,PlatformAccesionID,DataAccessionID,SigID,SigName,SigDescription,Comment,Keywords,URL,FileAssociated,GenesBroad,GenesArticle,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,,
Heart,,R4,19325563,Rat,Affy rae230a,hybridization to the Affymetrix GeneChip Rat 230A,,,19325563-Table2a,GallegoDelgado09_20genes_LateLVH_Heart,Table 2a. Up-regulated genes that show the most significant differential expression (as defined by the magnitude of signal log ratio) in late LVH,,,,19325563-Table2a.txt,,20,RefSeq ID,Gene Description,Other Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Heart,,R4,19325563,Rat,Affy rae230a,hybridization to the Affymetrix GeneChip Rat 230A,,,19325563-Table3,GallegoDelgado09_31genes_Heart,"Table 3 LVH-associated transcripts  the expression of which is not
modified by any treatment group",,,,19325563-Table3.txt,,31,RefSeq ID,Gene Description,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19328798,Human,affy_HG-U95Av2,Microarray profiling was performed using HG U95Av2 arrays (Affymetrix),,,19328798-SuppTable2,Fritzmann09_123genes_Colon,Supplementary Table 2: Metastasis Gene Signature,,,,19328798-SuppTable2.txt,,123,Probe ID,Gene Symbol,UniGene ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R4,19331821,Human,Illumina HumanWG 6 V1,hybridized to Illumina Bead arrays  human Ref 6 chips (Illumina),,,19331821-SuppTable3,Pilgaard09_26genes_StemCell,Supplement 3. Genes significantly regulated in ASCs as a result of a 14-day culture at ambient conditions.,,,,19331821-SuppTable3.txt,,26,Gene Symbol,Gene Description,RefSeq ID,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R4,19331821,Human,Illumina HumanWG 6 V1,hybridized to Illumina Bead arrays  human Ref 6 chips (Illumina),,,19331821-SuppTable5,Pilgaard09_59genes_StemCell,Supplement 5: Genes significantly regulated in ASCs cultured at 5% oxygen relative to ambient conditions at the day 14.,,,,19331821-SuppTable5.txt,,59,Gene Symbol,Gene Description,RefSeq ID,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,19334046,Human,Agilent_HumanGenome,Agilent Whole Human Genome Oligo Microarrays  Design No. 012 391 (Agilent),,,19334046-TableS3a,Boelens09_111genes_Lung,Table S3a. 111 upregulated genes in current- versus ex-smokers ,,,http://www3.interscience.wiley.com.ezp-prod1.hul.harvard.edu/journal/121637780/suppinfo,19334046-TableS3a.txt,,111,EntrezGene ID,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,19334046,Human,Agilent_HumanGenome,Agilent Whole Human Genome Oligo Microarrays  Design No. 012 391 (Agilent),,,19334046-TableS3b,Boelens09_135genes_Lung,Table S3b. 135 downregulated genes in current- versus ex-smokers ,,,http://www3.interscience.wiley.com.ezp-prod1.hul.harvard.edu/journal/121637780/suppinfo,19334046-TableS3b.txt,,135,EntrezGene ID,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Brain,,R4,19336457,Human,affy_U133Plus2,"hybridized to human genome U133plus chips (Affymetrix
Inc.  Santa Clara  CA  USA",,,19336457-Table2,Tchoghandjian09_153genes_Brain,Table 2. Partial list of genes differentially expressed at least 3-fold in H/C PA versus cerebellar PA,,,,19336457-Table2.txt,,153,RefSeq ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R4,19336569,Human,Affymetrix SNP chips,Affymetrix GeneChip Human Mapping 100K Array,,,19336569-SuppTable3,Zhang09_81genes_Breast,Supplementary Table 3: Description of the 81 genes used as the copy number signature,The top 53 genes are from ER-positive tumors  the bottom 28 from ER-negative tumors,,,19336569-SuppTable3.txt,,81,Gene Symbol,Chromosome Map,EntrezGene ID,Probe ID,Geneset Specific Statistics,Clone ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,
Lymphoma,,R5,19341462,Human,Illumina HumanWG 6 V1,"Illumina Sentrix BeadChip Array, HumanRef-8",,,19341462-Table1,Baek09_50genes_Lymphoma,"Table 1. List of top 50 up regulated genes with order sorted by PMA 24 hrs sample in descendent manner; The column designation indicates different time points of differentiation with PMA (6 hrs, 12 hrs, 24 hrs and 32 hrs), VitD3 (24 hrs) and subsequent activation of PMA differentiated cells (24 hrs) by LPS (2 hrs). ",,,,19341462-Table1.txt,,50,RefSeq ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R5,19341462,Human,Illumina HumanWG 6 V1,"Illumina Sentrix BeadChip Array, HumanRef-8",,,19341462-Table2,Baek09_58genes_Lymphoma,"Table 2: Validation of array data by real-time PCR; 58 genes representative of cytokines, chemokines, signaling molecules, transcription factors and histone modifiers were selected. NA (none applicable) denotes data not available from array experiment",,,,19341462-Table2.txt,,58,RefSeq ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,
Lymphoma,,R5,19341462,Human,Illumina HumanWG 6 V1,"Illumina Sentrix BeadChip Array, HumanRef-8",,,19341462-TableS3,Baek09_674genes_Lymphoma,"Supplementary Table 3. Complete list of 709 transcription factor gene expression. Array fold change, sorted by LPS sample, reflects logarithmic scale upon normalization by 'stabilization method'",,,,19341462-TableS3.txt,,674,RefSeq ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Prostate,,R4,19347029,Human,affy_U133Plus2,using Affymetrix whole-genome oligonucleotide microarrays,,,19347029-Table2,Zhou09_20genes_Prostate,Table 2. Gene expression upregulated by inhibition of AMPK,,,,19347029-Table2.txt,,20,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,GenBank ID,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R4,19347029,Human,affy_U133Plus2,using Affymetrix whole-genome oligonucleotide microarrays,,,19347029-Table3,Zhou09_23genes_Prostate,Table 3. Gene expression downregulated by inhibition of AMPK,,,,19347029-Table3.txt,,23,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,GenBank ID,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R4,19351829,Human,affy_U133Plus2, using the hgu133plus2 Affymetrix array,,,19351829-SuppTableC,Daniel09_177genes_Lung,SuppTable C. Differentially Expressed Genes: Probability > 0.88 and absolute FC > 2; wXGvsCLX,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/69/8/3364/suppl/DC1,19351829-SuppTableC.txt,,177,EntrezGene ID,Gene Symbol,Gene Description,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,
Lung,,R4,19351829,Human,affy_U133Plus2, using the hgu133plus2 Affymetrix array,,,19351829-SuppTableA,Daniel09_314genes_Lung,SuppTable A. Differentially Expressed Genes: Probability > 0.88 and absolute FC > 2; wXGvsCL,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/69/8/3364/suppl/DC1,19351829-SuppTableA.txt,,314,EntrezGene ID,Gene Symbol,Gene Description,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,
Lung,,R4,19351829,Human,affy_U133Plus2, using the hgu133plus2 Affymetrix array,,,19351829-Table1,Daniel09_50genes_Lung,Table 1. List of genes that are permanently changed by cell culture,NOTE: The table shows the genes that are differentially expressed (adjusted P < 0.005) between XG and CL and between XG and CLX  but not between CL and CLX. Fold change (logarithmic scale on base 2) is shown for each comparison.,,,19351829-Table1.txt,,50,EntrezGene ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,
Lung,,R4,19351829,Human,affy_U133Plus2, using the hgu133plus2 Affymetrix array,,,19351829-SuppTableB,Daniel09_71genes_Lung,SuppTable B. Differentially Expressed Genes: Probability > 0.88 and absolute FC > 2; wCLvsCLX,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/69/8/3364/suppl/DC1,19351829-SuppTableB.txt,,71,EntrezGene ID,Gene Symbol,Gene Description,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,
Prostate,,R4,19351846,Human,affy_U133Plus2,HGU133plus2/HGU133A Affymetrix GeneChips were used for microarray analyses (Affymetrix),,,19351846-SuppTable2,Wang09_181genes_Prostate,SI Table 2. Genes differentially regulated by OCM,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/69/8/3433/suppl/DC1,19351846-SuppTable2.txt,,181,Gene Symbol,GenBank ID,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R4,19351846,Human,affy_U133Plus2,HGU133plus2/HGU133A Affymetrix GeneChips were used for microarray analyses (Affymetrix),,,19351846-SuppTable5,Wang09_19genes_Prostate,SI table 5 Androgen-targeted genes regulated by OCM,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/69/8/3433/suppl/DC1,19351846-SuppTable5.txt,,19,Gene Symbol,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R4,19351846,Human,affy_U133Plus2,HGU133plus2/HGU133A Affymetrix GeneChips were used for microarray analyses (Affymetrix),,,19351846-SuppTable3,Wang09_40genes_Prostate,SI Table 3 OCM regulated cancer/apoptosis/cell cycle related genes,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/69/8/3433/suppl/DC1,19351846-SuppTable3.txt,,40,Gene Symbol,GenBank ID,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-SuppTable4,Daemen09_14genes_Colon,SuppTable 4 GRADE: 6 genes and 8 CNVs selected by MG,1 M=microarray data; G=genomic data; 2 number of occurrences of the gene/CNV in the 55 LOO iterations; 3 up/down-regulation in high-grade w.r.t. low-grade,,http://genomemedicine.com.ezp-prod1.hul.harvard.edu/content/supplementary/gm39-s3.pdf,19356222-SuppTable4.txt,,14,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-SuppTable6,Daemen09_21genes_Colon,SuppTable 6 METASTASIS: 18 genes and 3 CNVs selected by MG,1 M=microarray data; G=genomic data; 2 number of occurrences of the gene/CNV in the 50 LOO iterations; 3 up/down-regulation in metastasis w.r.t. no metastasis,,http://genomemedicine.com.ezp-prod1.hul.harvard.edu/content/supplementary/gm39-s3.pdf,19356222-SuppTable6.txt,,21,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-Table3,Daemen09_32genes_Colon,Table 3 Features for (colo)rectal cancer selected by MPT1 and known to be involved in this type of cancer,*W  WHEELER; N  pN-STAGE; C  CRM. ?Number of occurrences of the gene/protein in the 36 LOO iterations. ?Up/down-regulation in the good responders with respect to moderate or poor responders; no lymph nodes with respect to at least one regional lymph node; negative CRM with respect to positive CRM. CRC  (colo)rectal cancer.,,,19356222-Table3.txt,,32,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Other Gene Description,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-SuppTable2,Daemen09_35genes_Colon,SuppTable 2 pN-STAGE: 21 genes and 14 proteins selected by MPT1,1 M=microarray data; P=proteomics data; 2 number of occurrences of the gene/protein in the 36 LOO iterations; 3 up/down-regulation for no lymph nodes w.r.t. at least one regional lymph node,,http://genomemedicine.com.ezp-prod1.hul.harvard.edu/content/supplementary/gm39-s3.pdf,19356222-SuppTable2.txt,,35,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-SuppTable1,Daemen09_37genes_25Genes12Proteins_Colon,SuppTable 1 WHEELER: 25 genes and 12 proteins selected by MPT1,1 M=microarray data; P=proteomics data; 2 number of occurrences of the gene/protein in the 36 LOO iterations; 3 up/down-regulation in the good responders w.r.t. moderate or poor responders,,http://genomemedicine.com.ezp-prod1.hul.harvard.edu/content/supplementary/gm39-s3.pdf,19356222-SuppTable1.txt,,37,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-SuppTable3,Daemen09_37genes_7Genes33Proteins_Colon,SuppTable 3 CRM: 7 genes and 33 proteins selected by MPT1,1 M=microarray data; P=proteomics data; 2 number of occurrences of the gene/protein in the 36 LOO iterations; 3 up/down-regulation in negative CRM w.r.t. positive CRM,,http://genomemedicine.com.ezp-prod1.hul.harvard.edu/content/supplementary/gm39-s3.pdf,19356222-SuppTable3.txt,,37,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-SuppTable5,Daemen09_64genes_Colon,SuppTable 5 STAGE: 42 genes and 22 CNVs selected by MG,1 M=microarray data; G=genomic data; 2 number of occurrences of the gene/CNV in the 50 LOO iterations; 3 up/down-regulation in advanced stage w.r.t. early stage,,http://genomemedicine.com.ezp-prod1.hul.harvard.edu/content/supplementary/gm39-s3.pdf,19356222-SuppTable5.txt,,64,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R3,19356222,Human,affy_U133Plus2,hybridized to Affymetrix human U133 2.0 plus gene chip arrays,,,19356222-Table5,Daemen09_20genes_Prostate,Table 5 Features for prostate cancer selected by MG and known to be involved in this type of cancer,*G  GRADE; S  STAGE; M  METASTASIS; R  RECURRENCE. ?Number of occurrences of the gene/CNV in all LOO iterations (number of LOO iterations for G = 55  S = 50  M = 50  R = 29). ?Up/down-regulation in high-grade with respect to low-grade; advanced stage with respect to early stage; metastasis with respect to no metastasis; recurrence with respect to no recurrence. PC  prostate cancer; PT  prostate tumor.,,,19356222-Table5.txt,,20,Geneset Specific Factor,Gene Symbol,Geneset Specific Statistics,Chromosome Map,Other Gene Description,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19373655,Human,affy_U133A,HU-133A oligonucleotide array by Affymetrix (Santa Clara  CA),,,19373655-Table2,Saez09_67genes_Lymphoma,Table 2. Identification of genes  functional sets and surrogate markers selected for IHC.,,,,19373655-Table2.txt,,67,Geneset Specific Factor,Gene Symbol,Gene Description,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19373655,Mouse,affy_U133A,HU-133A oligonucleotide array by Affymetrix (Santa Clara  CA),,,19373655-Table3,Saez09_16genes_Lymphoma,Table 3. Markers associated with response to MegaCHOP  response to MegaCHOP?IFE or failure-free survival.,,,,19373655-Table3.txt,,16,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19377508,Human,Agilent_HumanGenome,"The Agilent Whole Human Genome Microarray platform
(product number G4112  Agilent Technology  Santa Clara 
CA  USA). This array contains 43 376 human oliognucleotide
probes and also 1468 positive controls and 153 negative controls",,,19377508-SuppTable2,Chin09_110genes_Lymphoma,Supplementary Table 2  Expression of ABC-specific genes in BJAB-REL?TAD1 cells ,Genes were compiled from several studies that characterized the expression patterns in ABC-DLBCL (Alizadeh et al.  2000; Shipp et al.  2002; Wright et al.  2003; Feuerkhake et al.  2005; Ngo et al.  2006). Genes are in order of relative expression:  the genes most highly increased in BJAB-REL?TAD1are listed at the top of the table. Genes marked in pink have significantly (P-value < 0.005) increased expression in BJAB-REL?TAD1 cells compared to the BJAB-MSCV cells  whereas those marked in green are significantly decreased in BJAB-REL?TAD1 cells. NF-?B targets (taken from www.nf-kb.org) are highlighted in yellow in the last column. P-values less than E-46 are listed as óE-46. ABC genes not found in our array are noted at the bottom of the table. The annotation gene symbols are taken from the reference for a given gene.,,http://www.nature.com.ezp-prod1.hul.harvard.edu/onc/journal/v28/n20/suppinfo/onc200974s1.html?url=/onc/journal/v28/n20/abs/onc200974a.html,19377508-SuppTable2.txt,,110,Gene Symbol,Gene Description,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,Gene Description,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19377508,Human,Agilent_HumanGenome,"The Agilent Whole Human Genome Microarray platform
(product number G4112  Agilent Technology  Santa Clara 
CA  USA). This array contains 43 376 human oliognucleotide
probes and also 1468 positive controls and 153 negative controls",,,19377508-SuppTable1,Chin09_1201genes_Lymphoma,Supplementary Table 1 Genes whose expression is changed by at least two-fold with a P-value less than 0.005 in BJAB-REL?TAD1 cells,Listed are the 1201 genes (663 upregulated; 538 downregulated) whose expression is altered by ò 2-fold with a P-value < 0.005 in BJAB-REL?TAD1 cells.  Genes are in order of relative expression change:  the genes most highly increased in BJAB-REL?TAD1are listed at the top  whereas genes whose expression is most greatly decreased are listed at the bottom of the table.  P-values less than E-46 are listed as óE-46. ,,http://www.nature.com.ezp-prod1.hul.harvard.edu/onc/journal/v28/n20/suppinfo/onc200974s1.html?url=/onc/journal/v28/n20/abs/onc200974a.html,19377508-SuppTable1.txt,,1201,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19377508,Human,Agilent_HumanGenome,"The Agilent Whole Human Genome Microarray platform
(product number G4112  Agilent Technology  Santa Clara 
CA  USA). This array contains 43 376 human oliognucleotide
probes and also 1468 positive controls and 153 negative controls",,,19377508-SuppTable3,Chin09_65genes_Lymphoma,Supplementary Table 3   Expression of GCB-specific genes in BJAB-REL?TAD1 cells,Genes were compiled from several studies that characterized the expression patterns in GCB-DLBCL (Alizadeh et al.  2000; Ngo et al.  2000; Wright et al.  2003). Genes are in order of relative expression; genes with the most highly decreased expression in BJAB-RELDTAD1 cells are listed at the top of the table. Genes marked in green have significantly (P-value < 0.005) reduced expression in the BJAB-RELDTAD1 cells compared to the BJAB-MSCV cells  whereas those marked in pink are significantly increased in BJAB-RELDTAD1 cells. NF-kB targets (taken from www.nf-kb.org) are highlighted in yellow. P-values less than E-46 are listed as óE-46.,,http://www.nature.com.ezp-prod1.hul.harvard.edu/onc/journal/v28/n20/suppinfo/onc200974s1.html?url=/onc/journal/v28/n20/abs/onc200974a.html,19377508-SuppTable3.txt,,65,Gene Symbol,Gene Description,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,Gene Description,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19377508,Human,Agilent_HumanGenome,"The Agilent Whole Human Genome Microarray platform
(product number G4112  Agilent Technology  Santa Clara 
CA  USA). This array contains 43 376 human oliognucleotide
probes and also 1468 positive controls and 153 negative controls",,,19377508-Table2,Chin09_67genes_Lymphoma,Table 2 mRNAs upregulated at least 10-fold in BJAB-RELDTAD1 cells,"Abbreviations: ABC  activated B-cell subtype; NF-kB  nuclear factor-kB.
aABC gene refers to a gene classified as being overexpressed in ABC-DLBCL (Alizadeh et al.  2000; Shipp et al.  2002; Wright et al.  2003;
Feuerhake et al.  2005; Ngo et al.  2006).
bNF-kB targets are obtained from www.nf-kb.org.",,,19377508-Table2.txt,,67,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19383624,Bovine,Agilent Array (custom),Bovine-specific oligo-arrays (Agilent Bovine-Four-Plex G2519F) were used,,,19383624-TableS3,Carraro09_07genes_StemCell,TableS3. Down-regulated genes in Dex-treated animals,,,,19383624-TableS3.txt,,7,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19383624,Bovine,Agilent Array (custom),Bovine-specific oligo-arrays (Agilent Bovine-Four-Plex G2519F) were used,,,19383624-TableS5,Carraro09_11genes_StemCell,TableS5. Down-regulated genes in DexEstr-treated animals,,,,19383624-TableS5.txt,,11,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19383624,Bovine,Agilent Array (custom),Bovine-specific oligo-arrays (Agilent Bovine-Four-Plex G2519F) were used,,,19383624-Table4,Carraro09_27genes_StemCell,Table 4. List of upregulated genes with FC > 5,,,,19383624-Table4.txt,,27,RefSeq ID,Gene Description,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19383624,Bovine,Agilent Array (custom),Bovine-specific oligo-arrays (Agilent Bovine-Four-Plex G2519F) were used,,,19383624-TableS4,Carraro09_77genes_StemCell,TableS4. Up-regulated genes in DexEstr-treated animals,,,,19383624-TableS4.txt,,77,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19383624,Bovine,Agilent Array (custom),Bovine-specific oligo-arrays (Agilent Bovine-Four-Plex G2519F) were used,,,19383624-TableS2,Carraro09_835genes_StemCell,TableS2. Up-regulated genes in Dex-treated animals,,,,19383624-TableS2.txt,,835,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R4,19383967,Mouse,Custom cDNA Array,We used 2 custom-made and one premade (Immune Panel) TaqMan low-density arrays,,,19383967-Table2,Pucci09_39genes_StemCell,Table 2. Genes expressed either differentially or not between resident and inflammatory monocytes,,,,19383967-Table2.txt,,39,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R4,19383967,Mouse,Custom cDNA Array,We used 2 custom-made and one premade (Immune Panel) TaqMan low-density arrays,,,19383967-Table1,Pucci09_80genes_StemCell,Table 1. Genes differentially expressed between tumor-derived TEMs and TAMs,,,,19383967-Table1.txt,,80,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-TableS1a,Bonuccelli09_119genes_StemCell,Supplemental Table 1a: 120 gene probe sets (representing 111 transcripts) that are differentialy regulated between Cav-1 P123L transduced Met-1 cells compared to vector alone control. Contrast plotted Cav-1 P132L minus vector. Genes with +ve are upregulated by Cav-1 P132L.,,,,19395651-TableS1a.txt,,119,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,Other Gene Description,Other Gene Description,Other Gene Description,,,,,,,,,,,,,,,,,,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-Table1,Bonuccelli09_21genes_StemCell,Table 1. Genes Selectively Up-Regulated by Cav-1 (P132L) that Are Associated with Stem Cells  Invasiveness  and Metastasis,,,,19395651-Table1.txt,,21,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-TableS3b,Bonuccelli09_43genes_StemCell,Supplemental Table 3b: Genes differentially Downregulated by Cav-1 (WT) and Cav-1 (P132L)  compared with the vector alone control (pBABE).,,,,19395651-TableS3b.txt,,43,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-TableS2b,Bonuccelli09_63genes_StemCell,Supplemental Table 2b: Genes differentially Upregulated by Cav-1 (WT) and Cav-1 (P132L)  compared with the vector alone control (pBABE).,,,,19395651-TableS2b.txt,,63,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-TableS1b,Bonuccelli09_66genes_StemCell,Supplemental Table 1b: 120 gene probe sets (representing 111 transcripts) that are differentialy regulated between Cav-1 P123L transduced Met-1 cells compared to vector alone control. Contrast plotted Cav-1 P132L minus vector. Genes with +ve are upregulated by Cav-1 P132L.,,,,19395651-TableS1b.txt,,66,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,Other Gene Description,Other Gene Description,Other Gene Description,,,,,,,,,,,,,,,,,,,
